Volcano Number,Volcano Name,Country,Activity classification,Class,Sentinel-1 quality,Remote detections (Def/G/T),Detection Type,PEI,Primary volcano type,Activity evidence,Last known eruption,Region,Subregion,Latitude,Longitude,Elevation (m),Dominant rock type,Tectonic setting,Geological summary,,,,,,,,,,,,,,,,
300023,Kurile Lake,Russia,Inactive,C,,,,,Caldera,Eruption dated,6440 B.C.E.,Kamchatka and Mainland Asia,Kamchatka Peninsula,51.450,157.120, 	81 ,Dacite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
300030,Iliinsky,Russia,Inactive,C,,,,,Stratovolcano,Eruption observed,1901 C.E.,Kamchatka and Mainland Asia,Kamchatka Peninsula,51.498,157.203," 	1,555 ",Andesite/Basaltic andesite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
300040,Zheltovsky,Russia,Inactive,C,,,,,Stratovolcano,Eruption observed,1923 C.E.,Kamchatka and Mainland Asia,Kamchatka Peninsula,51.577,157.328," 	1,926 ",Basalt/Picro-basalt,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
300041,Kell,Russia,Inactive,C,,,,,Stratovolcano(es),Evidence credible,Unknown,Kamchatka and Mainland Asia,Kamchatka Peninsula,51.650,157.350, 	900 ,Basalt/Picro-basalt,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
300042,Belenkaya,Russia,Inactive,C,,,,,Stratovolcano,Evidence credible,Unknown,Kamchatka and Mainland Asia,Kamchatka Peninsula,51.750,157.270, 	892 ,Basalt/Picro-basalt,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
300050,Ksudach,Russia,Inactive,C,,,,,Stratovolcano,Eruption observed,1907 C.E.,Kamchatka and Mainland Asia,Kamchatka Peninsula,51.844,157.572," 	1,079 ",Andesite/Basaltic andesite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
300051,Ozernoy,Russia,Inactive,C,,,,,Shield,Evidence credible,Unknown,Kamchatka and Mainland Asia,Kamchatka Peninsula,51.880,157.380, 	562 ,Basalt/Picro-basalt,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
300052,Olkoviy Volcanic Group,Russia,Inactive,C,,,,,Volcanic field,Evidence credible,Unknown,Kamchatka and Mainland Asia,Kamchatka Peninsula,52.020,157.530, 	681 ,Basalt/Picro-basalt,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
300053,Khodutka,Russia,Inactive,C,,,,,Stratovolcano(es),Eruption dated,300 B.C.E.,Kamchatka and Mainland Asia,Kamchatka Peninsula,52.062,157.711," 	2,039 ",Andesite/Basaltic andesite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
300054,Piratkovsky,Russia,Inactive,C,,,,,Stratovolcano,Evidence credible,Unknown,Kamchatka and Mainland Asia,Kamchatka Peninsula,52.113,157.849," 	1,322 ",No data (checked),Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
300055,Ostanets,Russia,Inactive,C,,,,,Shield(s),Evidence credible,Unknown,Kamchatka and Mainland Asia,Kamchatka Peninsula,52.146,157.322, 	719 ,Basalt/Picro-basalt,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
300056,Otdelniy,Russia,Inactive,C,,,,,Pyroclastic cone(s),Evidence credible,Unknown,Kamchatka and Mainland Asia,Kamchatka Peninsula,52.221,157.435, 	814 ,Basalt/Picro-basalt,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
300057,Golaya,Russia,Inactive,C,,,,,Stratovolcano,Evidence credible,Unknown,Kamchatka and Mainland Asia,Kamchatka Peninsula,52.263,157.787, 	858 ,Basalt/Picro-basalt,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
300058,Asacha,Russia,Inactive,C,,,,,Complex,Evidence credible,Unknown,Kamchatka and Mainland Asia,Kamchatka Peninsula,52.355,157.827," 	1,910 ",Basalt/Picro-basalt,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
300059,Visokiy,Russia,Inactive,C,,,,,Stratovolcano,Evidence credible,Unknown,Kamchatka and Mainland Asia,Kamchatka Peninsula,52.430,157.930," 	1,234 ",Basalt/Picro-basalt,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
300060,Mutnovsky,Russia,Active,A2,Sentinel?,G,,2,Complex,Eruption observed,2000 C.E.,Kamchatka and Mainland Asia,Kamchatka Peninsula,52.449,158.196," 	2,288 ",Basalt/Picro-basalt,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
300070,Gorely,Russia,Active,A2,Sentinel?,"G, T",MODIS,2,Caldera,Eruption observed,2010 C.E.,Kamchatka and Mainland Asia,Kamchatka Peninsula,52.559,158.030," 	1,799 ",Basalt/Picro-basalt,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
300080,Opala,Russia,Inactive,C,,,,,Caldera,Eruption observed,1776 C.E.,Kamchatka and Mainland Asia,Kamchatka Peninsula,52.543,157.339," 	2,439 ",Basalt/Picro-basalt,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
300082,Tolmachev Dol,Russia,Inactive,C,,,,,Pyroclastic cone(s),Eruption dated,300 C.E.,Kamchatka and Mainland Asia,Kamchatka Peninsula,52.630,157.580," 	1,021 ",Basalt/Picro-basalt,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
300083,Vilyuchik,Russia,Inactive,C,,,,,Stratovolcano,Eruption dated,8050 B.C.E.,Kamchatka and Mainland Asia,Kamchatka Peninsula,52.700,158.280," 	2,173 ",Andesite/Basaltic andesite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
300084,Barkhatnaya Sopka,Russia,Inactive,C,,,,,Lava dome(s),Eruption dated,3550 B.C.E.,Kamchatka and Mainland Asia,Kamchatka Peninsula,52.802,158.240, 	874 ,Basalt/Picro-basalt,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
300090,Koryaksky,Russia,Active,A1,Sentinel?,"G, T",ASTER,3,Stratovolcano,Eruption observed,2009 C.E.,Kamchatka and Mainland Asia,Kamchatka Peninsula,53.321,158.712," 	3,430 ",Andesite/Basaltic andesite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
300100,Avachinsky,Russia,Active,A1,Sentinel?,G,,3,Stratovolcano,Eruption observed,2001 C.E.,Kamchatka and Mainland Asia,Kamchatka Peninsula,53.256,158.836," 	2,717 ",Andesite/Basaltic andesite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
300110,Dzenzursky,Russia,Inactive,C,,,,,Compound,Evidence credible,Unknown,Kamchatka and Mainland Asia,Kamchatka Peninsula,53.637,158.922," 	2,285 ",Andesite/Basaltic andesite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
300120,Zhupanovsky,Russia,Active,A1,Sentinel?,G,,2,Compound,Eruption observed,2016 C.E.,Kamchatka and Mainland Asia,Kamchatka Peninsula,53.589,159.150," 	2,899 ",Andesite/Basaltic andesite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
300121,Veer,Russia,Inactive,C,,,,,Pyroclastic cone(s),Eruption dated,390 C.E.,Kamchatka and Mainland Asia,Kamchatka Peninsula,53.750,158.450, 	520 ,Basalt/Picro-basalt,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
300122,Kostakan,Russia,Inactive,C,,,,,Pyroclastic cone(s),Eruption dated,1350 C.E.,Kamchatka and Mainland Asia,Kamchatka Peninsula,53.830,158.050," 	1,150 ",Basalt/Picro-basalt,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
300123,Bakening,Russia,Inactive,C,,,,,Stratovolcano,Eruption dated,550 B.C.E.,Kamchatka and Mainland Asia,Kamchatka Peninsula,53.905,158.070," 	2,278 ",Andesite/Basaltic andesite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
300124,Zavaritsky,Russia,Inactive,C,,,,,Pyroclastic cone(s),Eruption dated,800 B.C.E.,Kamchatka and Mainland Asia,Kamchatka Peninsula,53.905,158.385," 	1,567 ",Basalt/Picro-basalt,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
300125,Akademia Nauk,Russia,Active,A2,Sentinel?,T,ASTER,2,Stratovolcano(es),Eruption observed,1996 C.E.,Kamchatka and Mainland Asia,Kamchatka Peninsula,53.980,159.450," 	1,180 ",Andesite/Basaltic andesite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
300130,Karymsky,Russia,Active,A1,Sentinel?,"Def, G, T",MODIS,2,Stratovolcano,Eruption observed,2021 C.E.,Kamchatka and Mainland Asia,Kamchatka Peninsula,54.049,159.443," 	1,513 ",Andesite/Basaltic andesite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
300140,Maly Semyachik,Russia,Inactive,C,,,,,Caldera,Eruption observed,1952 C.E.,Kamchatka and Mainland Asia,Kamchatka Peninsula,54.135,159.674," 	1,527 ",Basalt/Picro-basalt,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
300150,Bolshoi Semiachik,Russia,Inactive,C,,,,,Stratovolcano(es),Eruption dated,4450 B.C.E.,Kamchatka and Mainland Asia,Kamchatka Peninsula,54.320,160.020," 	1,720 ",Basalt/Picro-basalt,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
300160,Taunshits,Russia,Inactive,C,,,,,Stratovolcano,Eruption dated,550 B.C.E.,Kamchatka and Mainland Asia,Kamchatka Peninsula,54.528,159.804," 	2,301 ",Andesite/Basaltic andesite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
300170,Uzon,Russia,Quiescent,B1,Sentinel?,Def,,,Caldera(s),Eruption dated,200 C.E.,Kamchatka and Mainland Asia,Kamchatka Peninsula,54.500,159.970," 	1,617 ",Andesite/Basaltic andesite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
300180,Kikhpinych,Russia,Quiescent,B1,Sentinel?,Def,,,Stratovolcano(es),Eruption dated,1550 C.E.,Kamchatka and Mainland Asia,Kamchatka Peninsula,54.489,160.251," 	1,515 ",Basalt/Picro-basalt,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
300190,Krasheninnikov,Russia,Inactive,C,,,,,Caldera,Eruption dated,1550 C.E.,Kamchatka and Mainland Asia,Kamchatka Peninsula,54.596,160.270," 	1,816 ",Basalt/Picro-basalt,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
300200,Kronotsky,Russia,Inactive,C,,,,,Stratovolcano,Eruption observed,1923 C.E.,Kamchatka and Mainland Asia,Kamchatka Peninsula,54.753,160.533," 	3,482 ",Basalt/Picro-basalt,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
300201,Schmidt,Russia,Inactive,C,,,,,Shield,Evidence credible,Unknown,Kamchatka and Mainland Asia,Kamchatka Peninsula,54.920,160.630," 	2,020 ",Basalt/Picro-basalt,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
300210,Gamchen,Russia,Quiescent,B1,Sentinel?,Def,,,Complex,Eruption dated,550 B.C.E.,Kamchatka and Mainland Asia,Kamchatka Peninsula,54.974,160.703," 	2,539 ",Basalt/Picro-basalt,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
300220,Komarov,Russia,Inactive,C,,,,,Stratovolcano,Eruption dated,950 C.E.,Kamchatka and Mainland Asia,Kamchatka Peninsula,55.033,160.725," 	2,065 ",Basalt/Picro-basalt,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
300221,Vysoky,Russia,Inactive,C,,,,,Stratovolcano,Eruption dated,550 B.C.E.,Kamchatka and Mainland Asia,Kamchatka Peninsula,55.064,160.765," 	2,129 ",Andesite/Basaltic andesite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
300230,Kizimen,Russia,Active,A2,Sentinel?,"Def, G, T",MODIS,2,Stratovolcano,Eruption observed,2013 C.E.,Kamchatka and Mainland Asia,Kamchatka Peninsula,55.131,160.320," 	2,334 ",Andesite/Basaltic andesite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
300240,Tolbachik,Russia,Active,A2,Sentinel?,"Def, G, T",MODIS,2,Shield,Eruption observed,2013 C.E.,Kamchatka and Mainland Asia,Kamchatka Peninsula,55.832,160.326," 	3,611 ",Basalt/Picro-basalt,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
300241,Udina,Russia,Quiescent Ground-based,B2,,,seismic swarm,,Stratovolcano(es),Evidence credible,Unknown,Kamchatka and Mainland Asia,Kamchatka Peninsula,55.758,160.527," 	2,886 ",Andesite/Basaltic andesite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
300242,Zimina,Russia,Inactive,C,,,,,Stratovolcano(es),Evidence credible,Unknown,Kamchatka and Mainland Asia,Kamchatka Peninsula,55.862,160.603," 	3,057 ",Andesite/Basaltic andesite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
300250,Bezymianny,Russia,Active,A1,Sentinel?,"Def, G, T",MODIS,2,Stratovolcano,Eruption observed,2021 C.E.,Kamchatka and Mainland Asia,Kamchatka Peninsula,55.972,160.595," 	2,882 ",Andesite/Basaltic andesite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
300251,Kamen,Russia,Inactive,C,,,,,Stratovolcano,Evidence credible,Unknown,Kamchatka and Mainland Asia,Kamchatka Peninsula,56.020,160.593," 	4,585 ",Basalt/Picro-basalt,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
300260,Klyuchevskoy,Russia,Active,A1,Sentinel?,"Def, G, T",MODIS,2,Stratovolcano,Eruption observed,2021 C.E.,Kamchatka and Mainland Asia,Kamchatka Peninsula,56.056,160.642," 	4,754 ",Basalt/Picro-basalt,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
300261,Ushkovsky,Russia,Quiescent Ground-based,B2,,,Ground-based 1998,,Compound,Eruption observed,1890 C.E.,Kamchatka and Mainland Asia,Kamchatka Peninsula,56.113,160.509," 	3,943 ",Basalt/Picro-basalt,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
300270,Sheveluch,Russia,Active,A1,Sentinel?,"G, T",MODIS,2,Stratovolcano,Eruption observed,2021 C.E.,Kamchatka and Mainland Asia,Kamchatka Peninsula,56.653,161.360," 	3,283 ",Andesite/Basaltic andesite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
300271,Piip,Russia,Marine,–,,,,,Submarine,Eruption dated,5050 B.C.E.,Kamchatka and Mainland Asia,Kamchatka Peninsula,55.420,167.330, 	(300),Dacite,Subduction zone/Intermediate crust (15–25 km),,,,,,,,,,,,,,,,,
300272,Khangar,Russia,Inactive,C,,,,,Stratovolcano,Eruption dated,1500 C.E.,Kamchatka and Mainland Asia,Kamchatka Peninsula,54.761,157.407," 	1,967 ",Dacite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
300273,Cherpuk Group,Russia,Inactive,C,,,,,Pyroclastic cone(s),Eruption dated,4550 B.C.E.,Kamchatka and Mainland Asia,Kamchatka Peninsula,55.550,157.470," 	1,868 ",Andesite/Basaltic andesite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
300280,Ichinsky,Russia,Inactive,C,,,,,Stratovolcano,Eruption observed,1740 C.E.,Kamchatka and Mainland Asia,Kamchatka Peninsula,55.678,157.718," 	3,596 ",Basalt/Picro-basalt,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
300290,Maly Payalpan,Russia,Inactive,C,,,,,Shield(s),Evidence uncertain,Unknown,Kamchatka and Mainland Asia,Kamchatka Peninsula,55.820,157.980," 	1,802 ",Andesite/Basaltic andesite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
300300,Bolshoi Payalpan,Russia,Inactive,C,,,,,Shield(s),Evidence uncertain,Unknown,Kamchatka and Mainland Asia,Kamchatka Peninsula,55.880,157.780," 	1,906 ",Andesite/Basaltic andesite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
300310,Plosky,Russia,Inactive,C,,,,,Shield,Evidence uncertain,Unknown,Kamchatka and Mainland Asia,Kamchatka Peninsula,55.200,158.470," 	1,236 ",Basalt/Picro-basalt,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
300330,Kozyrevsky,Russia,Inactive,C,,,,,Shield,Evidence uncertain,Unknown,Kamchatka and Mainland Asia,Kamchatka Peninsula,55.637,158.368," 	2,004 ",Basalt/Picro-basalt,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
300340,Romanovka,Russia,Inactive,C,,,,,Stratovolcano,Evidence uncertain,Unknown,Kamchatka and Mainland Asia,Kamchatka Peninsula,55.650,158.800," 	1,442 ",Basalt/Picro-basalt,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
300350,Uksichan,Russia,Inactive,C,,,,,Shield,Evidence uncertain,Unknown,Kamchatka and Mainland Asia,Kamchatka Peninsula,56.080,158.380," 	1,692 ",Basalt/Picro-basalt,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
300360,Bolshoi-Kekuknaysky,Russia,Inactive,C,,,,,Shield(s),Eruption dated,5310 B.C.E.,Kamchatka and Mainland Asia,Kamchatka Peninsula,56.483,157.917," 	1,401 ",Basalt/Picro-basalt,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
300370,Kulkev,Russia,Inactive,C,,,,,Shield,Evidence uncertain,Unknown,Kamchatka and Mainland Asia,Kamchatka Peninsula,56.370,158.370, 	915 ,Basalt/Picro-basalt,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
300380,Geodesistov,Russia,Inactive,C,,,,,Shield,Evidence uncertain,Unknown,Kamchatka and Mainland Asia,Kamchatka Peninsula,56.330,158.670," 	1,170 ",Basalt/Picro-basalt,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
300390,Anaun,Russia,Inactive,C,,,,,Stratovolcano,Evidence uncertain,Unknown,Kamchatka and Mainland Asia,Kamchatka Peninsula,56.320,158.830," 	1,828 ",Basalt/Picro-basalt,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
300400,Krainy,Russia,Inactive,C,,,,,Shield,Evidence uncertain,Unknown,Kamchatka and Mainland Asia,Kamchatka Peninsula,56.370,159.030," 	1,554 ",Basalt/Picro-basalt,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
300410,Kekurny,Russia,Inactive,C,,,,,Shield(s),Evidence uncertain,Unknown,Kamchatka and Mainland Asia,Kamchatka Peninsula,56.400,158.850," 	1,377 ",Basalt/Picro-basalt,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
300420,Eggella,Russia,Inactive,C,,,,,Shield,Evidence uncertain,Unknown,Kamchatka and Mainland Asia,Kamchatka Peninsula,56.570,158.520," 	1,046 ",Basalt/Picro-basalt,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
300440,Verkhovoy,Russia,Inactive,C,,,,,Shield,Evidence uncertain,Unknown,Kamchatka and Mainland Asia,Kamchatka Peninsula,56.520,159.530," 	1,400 ",Basalt/Picro-basalt,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
300450,Alney-Chashakondzha,Russia,Inactive,C,,,,,Stratovolcano,Eruption dated,1600 C.E.,Kamchatka and Mainland Asia,Kamchatka Peninsula,56.656,159.647," 	2,570 ",Basalt/Picro-basalt,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
300460,Cherny,Russia,Inactive,C,,,,,Stratovolcano,Evidence uncertain,Unknown,Kamchatka and Mainland Asia,Kamchatka Peninsula,56.820,159.670," 	1,778 ",Basalt/Picro-basalt,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
300470,Pogranychny,Russia,Inactive,C,,,,,Shield(s),Evidence uncertain,Unknown,Kamchatka and Mainland Asia,Kamchatka Peninsula,56.850,159.800," 	1,427 ",Basalt/Picro-basalt,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
300480,Zaozerny,Russia,Inactive,C,,,,,Shield(s),Evidence uncertain,Unknown,Kamchatka and Mainland Asia,Kamchatka Peninsula,56.880,159.950," 	1,349 ",Basalt/Picro-basalt,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
300490,Bliznets,Russia,Inactive,C,,,,,Stratovolcano,Evidence uncertain,Unknown,Kamchatka and Mainland Asia,Kamchatka Peninsula,56.970,159.780," 	1,244 ",Basalt/Picro-basalt,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
300500,Kebeney,Russia,Inactive,C,,,,,Shield,Evidence uncertain,Unknown,Kamchatka and Mainland Asia,Kamchatka Peninsula,57.100,159.930," 	1,527 ",Basalt/Picro-basalt,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
300510,Fedotych,Russia,Inactive,C,,,,,Shield,Evidence uncertain,Unknown,Kamchatka and Mainland Asia,Kamchatka Peninsula,57.130,160.400, 	965 ,Basalt/Picro-basalt,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
300511,Shisheika,Russia,Inactive,C,,,,,Lava dome,Eruption dated,2240 B.C.E.,Kamchatka and Mainland Asia,Kamchatka Peninsula,57.153,161.090, 	355 ,Andesite/Basaltic andesite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
300512,Terpuk,Russia,Inactive,C,,,,,Shield,Eruption dated,800 B.C.E.,Kamchatka and Mainland Asia,Kamchatka Peninsula,57.200,159.830, 	765 ,Basalt/Picro-basalt,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
300520,Sedanka Lava Field,Russia,Inactive,C,,,,,Volcanic field,Eruption dated,7050 B.C.E.,Kamchatka and Mainland Asia,Kamchatka Peninsula,57.317,160.067," 	1,399 ",Basalt/Picro-basalt,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
300530,Leutongey,Russia,Inactive,C,,,,,Shield,Evidence uncertain,Unknown,Kamchatka and Mainland Asia,Kamchatka Peninsula,57.306,159.827," 	1,318 ",Basalt/Picro-basalt,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
300540,Tuzovsky,Russia,Inactive,C,,,,,Shield(s),Evidence uncertain,Unknown,Kamchatka and Mainland Asia,Kamchatka Peninsula,57.320,159.967," 	1,516 ",Basalt/Picro-basalt,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
300550,Gorny Institute,Russia,Inactive,C,,,,,Stratovolcano,Eruption dated,1250 C.E.,Kamchatka and Mainland Asia,Kamchatka Peninsula,57.330,160.200," 	2,125 ",Andesite/Basaltic andesite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
300551,Kinenin,Russia,Inactive,C,,,,,Maar,Eruption dated,850 C.E.,Kamchatka and Mainland Asia,Kamchatka Peninsula,57.350,160.970, 	583 ,Basalt/Picro-basalt,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
300552,Bliznetsy,Russia,Inactive,C,,,,,Lava cone,Eruption dated,1060 B.C.E.,Kamchatka and Mainland Asia,Kamchatka Peninsula,57.350,161.370, 	265 ,Andesite/Basaltic andesite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
300560,Titila,Russia,Inactive,C,,,,,Shield(s),Eruption dated,550 B.C.E.,Kamchatka and Mainland Asia,Kamchatka Peninsula,57.406,160.108," 	1,523 ",Basalt/Picro-basalt,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
300570,Mezhdusopochny,Russia,Inactive,C,,,,,Shield,Evidence uncertain,Unknown,Kamchatka and Mainland Asia,Kamchatka Peninsula,57.470,160.250," 	1,641 ",Basalt/Picro-basalt,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
